Date,Close,High,Low,Open,Volume
2024-01-02,384.83660888671875,394.8323649616985,382.6975024444523,384.83660888671875,89110
2024-01-03,388.83489990234375,393.83277779311936,380.83829527710276,393.83277779311936,18660
2024-01-04,387.8353271484375,391.83362949017396,381.8378736358328,381.8378736358328,55310
2024-01-05,391.8336486816406,391.8336486816406,385.836194875289,385.836194875289,24090
2024-01-08,388.83489990234375,391.83362663680913,385.83617316787837,385.83617316787837,47070
2024-01-09,386.83575439453125,393.8327835437863,379.8387252452762,391.8336323582849,321800
2024-01-10,380.83831787109375,387.23559584989266,380.83831787109375,381.8378935085507,105570
2024-01-11,381.837890625,388.8349200343587,381.837890625,385.8361931446335,32790
2024-01-12,379.8387451171875,386.3359868099815,379.8387451171875,385.8361989874589,301100
2024-01-16,384.83660888671875,386.8357601017147,380.83830645672685,383.8370332792208,21450
2024-01-17,371.8421325683594,380.8383131950132,371.8421325683594,380.8383131950132,73760
2024-01-18,372.8417053222656,380.83831026215336,372.8417053222656,374.84085655723754,34370
2024-01-19,369.8429870605469,378.3393800065324,369.8429870605469,373.8412896233636,80080
2024-01-22,379.8387451171875,380.83832076223274,369.8429886667352,369.8429886667352,43310
2024-01-23,378.83917236328125,378.83917236328125,371.8421427945663,371.8421427945663,31590
2024-01-24,372.8417053222656,375.17472969973585,368.84340285232173,371.84212970477967,103760
2024-01-25,371.8421325683594,373.8412838187269,367.8438300676243,367.8438300676243,60740
2024-01-26,369.8429870605469,373.8412896233636,343.47417677803014,367.8438357791385,68920
2024-01-29,365.8446960449219,370.64264706988905,364.5272621419281,365.8446960449219,140550
2024-01-30,362.8459167480469,373.84124755859375,362.8459167480469,373.84124755859375,27900
2024-01-31,368.8434143066406,368.8434143066406,362.84596041547576,362.84596041547576,54490
2024-02-01,374.8408508300781,375.8404264322917,364.94505846908936,371.8421240234375,113470
2024-02-02,374.8408508300781,375.8404264322917,369.34318501790364,375.8404264322917,165340
2024-02-05,374.8408508300781,375.8404264322917,365.84467041015625,365.84467041015625,56490
2024-02-06,374.8408508300781,374.8408508300781,370.84254842122397,370.84254842122397,72640
2024-02-07,374.8408508300781,374.8408508300781,369.8429728190104,369.8429728190104,121030
2024-02-08,374.8408508300781,378.8391532389323,372.8416996256511,372.8416996256511,52440
2024-02-09,374.8408508300781,378.8391532389323,374.0771675048396,374.8408508300781,127490
2024-02-12,376.8399963378906,378.83914751209693,372.5298146925254,374.8408451636843,24760
2024-02-13,374.8408508300781,377.8395776367188,371.74017756156627,374.8408508300781,80040
2024-02-14,374.8408508300781,377.53971715790533,374.8408508300781,374.8408508300781,60760
2024-02-15,381.837890625,381.837890625,374.8408612156414,374.8408612156414,23810
2024-02-16,374.8408508300781,378.43932909897217,374.8408508300781,374.8408508300781,85220
2024-02-20,378.83917236328125,378.83917236328125,372.8417184472398,372.8417184472398,37050
2024-02-21,374.8408508300781,378.8391532389323,374.8408508300781,377.8395776367188,27570
2024-02-22,379.8387451171875,383.8370476973684,374.84086689196135,378.83916947214226,22260
2024-02-23,374.8408508300781,381.83489059217277,372.8416996256511,372.8416996256511,17800
2024-02-26,380.83831787109375,380.83831787109375,374.8408640463521,380.83831787109375,25330
2024-02-27,381.837890625,383.83704188481676,375.49057927415635,379.83873936518324,80370
2024-02-28,374.8408508300781,383.83703125,374.8408508300781,382.83745564778644,42050
2024-02-29,360.9127197265625,377.9086095751818,360.9127197265625,374.9093348960137,28230
2024-03-01,375.9090881347656,377.9086045610144,363.9119895772731,363.9119895772731,86610
2024-03-04,367.9110412597656,371.910074316937,346.56219937875056,365.91152473117995,142870
2024-03-05,364.9117736816406,375.9091148062928,362.91225711352206,375.9091148062928,91440
2024-03-06,365.9115295410156,370.91032092818796,362.9122547087122,366.9112878184501,73320
2024-03-07,364.9117736816406,379.90814794253,362.91225711352206,362.91225711352206,24720
2024-03-08,375.9090881347656,376.90884634789,362.91223136414874,362.91223136414874,87680
2024-03-11,368.9107971191406,379.90813795467056,363.91200583026335,379.90813795467056,39320
2024-03-12,361.9124755859375,374.909332443996,361.9124755859375,374.909332443996,137910
2024-03-13,359.9129638671875,371.9100626627604,359.9129638671875,368.91078796386716,97280
2024-03-14,359.9129638671875,364.9117550320095,358.91320563422306,360.9127221001519,77330
2024-03-15,352.9146728515625,364.58683856686434,352.9146728515625,355.9139476916607,116650
2024-03-18,358.9132080078125,361.8125008005431,355.91393328908424,355.91393328908424,97620
2024-03-19,359.9129638671875,359.9129638671875,354.9141727023654,359.9129638671875,308960
2024-03-20,355.9139404296875,358.4083324058421,355.9139404296875,355.9139404296875,75400
2024-03-21,364.9117736816406,364.9117736816406,355.913949125107,355.913949125107,175740
2024-03-22,359.9129638671875,361.9124803331163,354.9141727023654,360.9127221001519,99610
2024-03-25,359.9129638671875,361.9124803331163,355.91393093532986,355.91393093532986,150250
2024-03-26,360.9127197265625,364.91175263212,357.9134450473944,357.9134450473944,41950
2024-03-27,359.9129638671875,365.91151326497396,354.9141727023654,354.9141727023654,77700
2024-03-28,359.9129638671875,368.91078796386716,355.91393093532986,355.91393093532986,138240
2024-04-01,359.9129638671875,359.9129638671875,359.9129638671875,359.9129638671875,0
2024-04-02,362.9122314453125,369.9105389387483,358.613283331996,364.91174787200845,75750
2024-04-03,362.9122314453125,362.9122314453125,359.51305962196926,359.9129568052686,36850
2024-04-04,367.9110412597656,367.9110412597656,358.9132168811301,363.9120082025943,102910
2024-04-05,363.9119873046875,368.91077833909253,355.9139216496394,355.9139216496394,61980
2024-04-08,359.9129638671875,367.9110297309028,356.91368916829424,356.91368916829424,60190
2024-04-09,358.9132080078125,361.9124827265407,355.91393328908424,355.91393328908424,127600
2024-04-10,366.9112854003906,368.9108019420821,357.91346096277886,368.9108019420821,78230
2024-04-11,357.9134521484375,369.91055110313374,357.9134521484375,368.91079285690904,76800
2024-04-12,369.9105529785156,372.90982773239546,354.91417920911636,357.9134539629962,29310
2024-04-15,356.9136962890625,362.91224580652573,352.91466327742035,355.91393803615193,102990
2024-04-16,354.9141845703125,361.8225178523278,349.91539323833626,352.914668037522,63990
2024-04-17,355.9139404296875,361.42859820289056,351.9149073911517,351.9149073911517,67320
2024-04-18,362.9122314453125,364.91174787200845,358.9131985919206,360.91271501861655,54550
2024-04-19,359.9129638671875,362.9122385660807,353.91441446940104,353.91441446940104,46870
2024-04-22,369.9105529785156,369.9105529785156,355.9139374604096,355.9139374604096,71980
2024-04-23,378.90838623046875,379.90814450548316,367.91104520531,369.91056175533885,96360
2024-04-24,379.90814208984375,379.90814208984375,366.91128459729646,372.90983420924135,87390
2024-04-25,377.90863037109375,377.90863037109375,365.9115309942336,373.9095972454737,91820
2024-04-26,381.90765380859375,381.90765380859375,369.4106756080508,371.91007124815934,60180
2024-04-29,389.90570068359375,389.90570068359375,372.8088224073155,377.9086022010216,75880
2024-04-30,388.90594482421875,388.90594482421875,385.90667018547157,391.90521946296593,126550
2024-05-01,388.90594482421875,388.90594482421875,383.9071537596401,385.90667018547157,42430
2024-05-02,406.901611328125,391.5053402447767,384.60701436115573,388.9059626698787,28520
2024-05-03,404.902099609375,404.902099609375,397.90379171489195,397.90379171489195,81780
2024-05-06,404.902099609375,404.902099609375,404.902099609375,404.902099609375,0
2024-05-07,412.900146484375,412.900146484375,394.12569509590946,404.90208069291015,43950
2024-05-08,391.9052429199219,401.9028256474709,391.9052429199219,400.903067374716,25190
2024-05-09,394.9045104980469,402.1027821339903,391.90523573477054,401.9028182790249,31760
2024-05-10,406.901611328125,410.9006443632909,391.90523744625307,391.90523744625307,95490
2024-05-13,402.9025573730469,411.90038123497595,401.66884695881834,411.90038123497595,188150
2024-05-14,413.89990234375,413.89990234375,405.9018365979771,410.9006276890851,101720
2024-05-15,409.90087890625,412.9001536299543,403.90232945884145,412.9001536299543,25480
2024-05-16,409.90087890625,411.9003953887195,396.90402177019814,411.9003953887195,44750
2024-05-17,399.9032897949219,410.70066641530485,397.1489510048274,398.90353157043455,48140
2024-05-20,418.8987121582031,418.8987121582031,398.6026247886336,408.90112952912904,136150
2024-05-21,415.8994140625,428.39639164851263,407.9013484074519,407.9013484074519,155260
2024-05-22,416.8992004394531,423.8975083604991,411.90040906727745,411.90040906727745,55700
2024-05-23,409.90087890625,422.8977360423018,409.90087890625,411.9003953887195,74320
2024-05-24,405.90185546875,418.8987129098676,405.90185546875,418.8987129098676,69120
2024-05-28,408.901123046875,418.8987055174588,405.9018483056999,409.90088129393337,40250
2024-05-29,397.9037780761719,413.8999098581285,397.9037780761719,404.9020857307779,23460
