Date,Close,High,Low,Open,Volume,EMA_12,EMA_26
2024-02-22,174.5800018310547,174.8000030517578,171.77000427246094,173.10000610351562,55392400,169.1530338747326,163.98788564478184
2024-02-23,174.99000549316406,175.75,173.6999969482422,174.27999877929688,59715200,170.05102950833745,164.80285748540274
2024-02-26,174.72999572753906,176.3699951171875,174.25999450683594,175.6999969482422,44368600,170.7708704651377,165.53820105889432
2024-02-27,173.5399932861328,174.6199951171875,172.86000061035156,174.0800018310547,31141700,171.1968893606754,166.13092640906012
2024-02-28,173.16000366210938,174.0500030517578,172.27000427246094,172.44000244140625,28180500,171.4989069455114,166.6515987981749
2024-02-29,176.75999450683594,177.22000122070312,172.85000610351562,173.00999450683594,53805400,172.30830503186903,167.4003688506683
2024-03-01,178.22000122070312,178.72999572753906,176.07000732421875,176.75,31981200,173.21779675322813,168.2018231003005
2024-03-04,177.5800018310547,180.13999938964844,177.49000549316406,177.52999877929688,37381500,173.8889052267399,168.89650300628227
2024-03-05,174.1199951171875,176.92999267578125,173.3000030517578,176.92999267578125,37228300,173.924457517578,169.2834283478308
2024-03-06,173.50999450683594,176.4600067138672,173.25999450683594,175.5399932861328,32090900,173.86069397746382,169.59650732257194
2024-03-07,176.82000732421875,177.99000549316406,173.72000122070312,174.8300018310547,34063300,174.31597295388767,170.13158139676798
2024-03-08,175.35000610351562,178.7899932861328,174.3300018310547,176.44000244140625,37893200,174.47505497690736,170.51813137504558
2024-03-11,171.9600067138672,174.47000122070312,171.47000122070312,174.30999755859375,28484800,174.08812447490118,170.62493695569904
2024-03-12,175.38999938964844,176.75999450683594,171.97999572753906,173.5,36610600,174.28841292332385,170.977904543399
2024-03-13,176.55999755859375,177.6199951171875,175.5500030517578,175.89999389648438,30772600,174.63788748259614,171.3913929148949
2024-03-14,178.75,179.52999877929688,176.47000122070312,177.69000244140625,43705800,175.27052017758135,171.936474921199
2024-03-15,174.4199981689453,177.92999267578125,173.89999389648438,176.63999938964844,72147400,175.1396706377912,172.12043960621725
2024-03-18,174.47999572753906,176.69000244140625,174.27999877929688,175.8000030517578,31250700,175.0381821900601,172.29522154112996
2024-03-19,175.89999389648438,176.08999633789062,173.52000427246094,174.22000122070312,26880900,175.17076860643306,172.56224171560066
2024-03-20,178.14999389648438,178.52999877929688,174.63999938964844,176.13999938964844,29947200,175.62911095874864,172.97614928455502
2024-03-21,178.14999389648438,181.4199981689453,178.14999389648438,179.99000549316406,32824300,176.0169391030157,173.35939703358682
2024-03-22,178.8699951171875,179.25999450683594,176.75,177.75,27995400,176.45587079750365,173.7675894842239
2024-03-25,179.7100067138672,180.9900054931641,177.24000549316406,178.00999450683594,29815500,176.95650709232882,174.20776853827155
2024-03-26,178.3000030517578,180.4499969482422,177.9499969482422,180.1499938964844,29659000,177.16319877839481,174.51089702075203
2024-03-27,179.8300018310547,180.0,177.30999755859375,179.8800048828125,33272600,177.5734761711117,174.90490478447816
2024-03-28,180.3800048828125,181.6999969482422,179.25999450683594,180.1699981689453,38051600,178.00524981906568,175.31046775472515
2024-04-01,180.97000122070312,183.0,179.9499969482422,180.7899932861328,29174500,178.4613654193176,175.72969245590872
2024-04-02,180.69000244140625,180.7899932861328,178.3800048828125,179.07000732421875,32611500,178.8042326534851,176.09712282520482
2024-04-03,182.41000366210935,182.8699951171875,179.8000030517578,179.89999389648438,31046600,179.3589666548119,176.5647436279385
2024-04-04,180.0,185.1000061035156,180.0,184.0,41624300,179.45758716945622,176.819207062906
2024-04-05,185.07000732421875,186.27000427246097,181.97000122070312,182.3800048828125,42374000,180.32103642403507,177.43037745263288
2024-04-08,185.19000244140625,187.2899932861328,184.80999755859375,186.8999938964844,39221300,181.07010811901526,178.00516448883832
2024-04-09,185.6699981689453,187.33999633789065,184.1999969482422,187.2400054931641,36520100,181.77778351131218,178.57292994662401
2024-04-10,185.9499969482422,186.27000427246097,182.6699981689453,182.77000427246097,35879200,182.4196625016091,179.11937935415128
2024-04-11,189.0500030517578,189.77000427246097,185.5099945068359,186.7400054931641,40020700,183.43971489393968,179.85498110952955
2024-04-12,186.1300048828125,188.3800048828125,185.0800018310547,187.72000122070312,38608800,183.85360566145857,180.3197976853283
2024-04-15,183.6199951171875,188.69000244140625,183.0,187.42999267578125,48052400,183.81766557772457,180.56425675435491
2024-04-16,183.32000732421875,184.8300018310547,182.2599945068359,183.27000427246097,32891300,183.7411027694929,180.76838642619668
2024-04-17,181.27999877929688,184.57000732421875,179.82000732421875,184.30999755859375,31359700,183.3624713863858,180.80628363753743
2024-04-18,179.22000122070312,182.38999938964844,178.64999389648438,181.47000122070312,30723800,182.7251682839731,180.68878123629045
2024-04-19,174.6300048828125,179.0,173.44000244140625,178.74000549316406,56000700,181.47975852994838,180.23998298788467
2024-04-22,177.22999572753906,178.8699951171875,174.55999755859375,176.94000244140625,37924900,180.82594886803926,180.0170209685998
2024-04-23,179.5399932861328,179.92999267578125,175.97999572753906,178.0800018310547,37046500,180.62810954774596,179.98168558471338
2024-04-24,176.58999633789062,180.32000732421875,176.17999267578125,179.94000244140625,34185100,180.00686136161437,179.73044934420798
2024-04-25,173.6699981689453,173.9199981689453,166.32000732421875,169.67999267578125,49249400,179.03195933197298,179.28152703492927
2024-04-26,179.6199951171875,180.82000732421875,176.1300048828125,177.8000030517578,43919800,179.12242637585214,179.3065987447262
2024-04-29,180.9600067138672,183.52999877929688,179.38999938964844,182.75,54063900,179.40513104323907,179.429073409107
2024-04-30,175.0,182.9900054931641,174.8000030517578,181.08999633789065,94639800,178.72741857504843,179.10099389732127
2024-05-01,179.0,185.1499938964844,176.55999755859375,181.63999938964844,94645100,178.76935417888714,179.09351286789007
2024-05-02,184.72000122070312,185.1000061035156,179.91000366210938,180.8500061035156,54303500,179.68483833916653,179.51028978291325
2024-05-03,186.2100067138672,187.8699951171875,185.4199981689453,186.9900054931641,39172000,180.68871039681278,180.00656511113206
2024-05-06,188.6999969482422,188.75,184.8000030517578,186.27999877929688,34725300,181.92121602010963,180.65052302499208
2024-05-07,188.7599945068359,189.94000244140625,187.30999755859375,188.9199981689453,34048900,182.97333578729828,181.25122461623977
2024-05-08,188.0,188.42999267578125,186.38999938964844,187.44000244140625,26136400,183.74666874309855,181.7511339039257
2024-05-09,189.5,191.6999969482422,187.44000244140625,188.8800048828125,43368400,184.6317966287757,182.3251239851164
2024-05-10,187.47999572753903,189.88999938964844,186.92999267578125,189.16000366210935,34141800,185.06998110550853,182.70696633640696
2024-05-13,186.57000732421875,188.30999755859375,185.36000061035156,188.0,24898600,185.3007543699255,182.9931175206893
2024-05-14,187.07000732421875,187.72000122070312,183.4499969482422,183.82000732421875,38698200,185.57294713212445,183.2951093579878
2024-05-15,185.9900054931641,186.72000122070312,182.72999572753903,185.97000122070312,75459900,185.6371099568998,183.49473129392678
2024-05-16,183.6300048828125,187.30999755859375,183.4600067138672,185.6000061035156,38834500,185.32832456088636,183.50475155977017
2024-05-17,184.6999969482422,185.3000030517578,183.3500061035156,183.7599945068359,33175700,185.23165877432572,183.59328825521254
2024-05-20,183.5399932861328,186.6699981689453,183.27999877929688,184.33999633789065,30511800,184.97140254537297,183.58934047972517
2024-05-21,183.1499938964844,183.2599945068359,180.75,182.3000030517578,50839100,184.69118583015936,183.556796288374
2024-05-22,183.1300048828125,185.22000122070312,181.97000122070312,183.8800048828125,28148800,184.45100414595214,183.52518211018426
2024-05-23,181.0500030517578,184.7599945068359,180.0800018310547,183.66000366210935,33670200,183.92777320838377,183.3418355132638
2024-05-24,180.75,182.44000244140625,180.3000030517578,181.6499938964844,27471600,183.4388850224786,183.14984769746647
2024-05-28,182.1499938964844,182.2400054931641,179.49000549316406,179.92999267578125,29927000,183.24059408001796,183.07578445294928
2024-05-29,182.02000427246097,184.0800018310547,181.5500030517578,181.6999969482422,32009300,183.0528110327015,182.99757851365385
2024-05-30,179.32000732421875,181.33999633789065,178.36000061035156,181.30999755859375,29184700,182.47853353908877,182.72516583295496
2024-05-31,176.44000244140625,179.2100067138672,173.8699951171875,178.3000030517578,58903900,181.54952875482994,182.25959817432172
2024-06-03,178.33999633789062,178.6999969482422,175.9199981689453,177.6999969482422,30786600,181.05575453683926,181.96925729754906
2024-06-04,179.33999633789062,179.82000732421875,176.44000244140625,177.63999938964844,27198400,180.791791737001,181.77449722646324
2024-06-05,181.27999877929688,181.5,178.75,180.10000610351562,32116400,180.86690051273882,181.7378677118583
2024-06-06,185.0,185.0,181.4900054931641,181.75,31371200,181.50276197231747,181.97950714060954
2024-06-07,184.3000030517578,186.2899932861328,183.36000061035156,184.8999938964844,28021500,181.93310675376983,182.15139572662054
2024-06-10,187.05999755859375,187.22999572753903,183.7899932861328,184.07000732421875,34445600,182.7218591852812,182.51499586232225
2024-06-11,187.22999572753903,187.77000427246097,184.5399932861328,187.05999755859375,27265100,183.41541865332087,182.86425511159757
2024-06-12,186.88999938964844,188.3500061035156,185.42999267578125,188.02000427246097,33984200,183.9499695358328,183.16245839145319
2024-06-13,183.8300018310547,187.6699981689453,182.6699981689453,186.08999633789065,39721500,183.93151296586694,183.2119060536459
2024-06-14,183.66000366210935,183.72000122070312,182.22999572753903,183.0800018310547,25456400,183.88974230375038,183.24509846908762
2024-06-17,184.05999755859375,185.0,181.22000122070312,182.52000427246097,35601900,183.91593541988013,183.3054613646066
2024-06-18,182.80999755859375,184.2899932861328,181.42999267578125,183.7400054931641,36659200,183.74579113352837,183.268760341939
2024-06-20,186.1000061035156,186.5099945068359,182.72000122070312,182.91000366210935,44726800,184.10797805198794,183.4784822502039
2024-06-21,189.0800018310547,189.27999877929688,185.86000061035156,187.8000030517578,70792500,184.87290478722898,183.89340962656323
2024-06-24,185.57000732421875,191.0,185.3300018310547,189.3300018310547,50610400,184.98015133138125,184.0176020486118
2024-06-25,186.33999633789065,188.83999633789065,185.4199981689453,186.80999755859375,45366400,185.1893582554596,184.18963125522504
2024-06-26,193.61000061035156,194.8000030517578,186.2599945068359,186.9199981689453,65103900,186.48484169467375,184.88743639264183
2024-06-27,197.8500061035156,199.83999633789065,194.1999969482422,195.0099945068359,74397500,188.23332852680326,185.84762674159543
2024-06-28,193.25,198.8500061035156,192.5,197.72999572753903,76930200,189.0051241380643,186.39595068666245
2024-07-01,197.1999969482422,198.3000030517578,192.82000732421875,193.4900054931641,41192000,190.2658738011686,187.19625040974242
2024-07-02,200.0,200.42999267578125,195.92999267578125,197.27999877929688,45600000,191.76343167791188,188.14467630531706
2024-07-03,197.58999633789065,200.02999877929688,196.7599945068359,199.94000244140625,31597900,192.65982624098555,188.84432964106327
2024-07-05,200.0,200.5500030517578,198.1699981689453,198.6499938964844,39858900,193.78908374237238,189.6706755935771
2024-07-08,199.2899932861328,201.1999969482422,197.9600067138672,200.0399932861328,34767300,194.63537751833553,190.38321764487753
2024-07-09,199.33999633789065,200.57000732421875,199.0500030517578,199.3999938964844,32700100,195.35916502903632,191.04668273324887
2024-07-10,199.7899932861328,200.11000061035156,197.69000244140625,200.0,32883800,196.04083091474348,191.69433536679583
2024-07-11,195.0500030517578,200.27000427246097,192.86000061035156,200.08999633789065,44565000,195.88839585889954,191.94290334345968
2024-07-12,194.4900054931641,196.47000122070312,193.8300018310547,194.8000030517578,30598500,195.67325887955562,192.13157757677112
2024-07-15,192.72000122070312,196.19000244140625,190.8300018310547,194.55999755859375,40683200,195.21891154742445,192.17516451335868
2024-07-16,193.02000427246097,196.6199951171875,192.2400054931641,195.58999633789065,33994700,194.880618120507,192.23774523625514
2024-07-17,187.92999267578125,191.5800018310547,185.9900054931641,191.3500061035156,48076100,193.81129112901073,191.91865245399782
2024-07-18,183.75,189.67999267578125,181.4499969482422,189.58999633789065,51043600,192.263400186086,191.313567087035
2024-07-19,183.1300048828125,184.92999267578125,180.11000061035156,181.13999938964844,43081800,190.85826244712084,190.70737729412963
2024-07-22,182.5500030517578,185.05999755859375,182.47999572753903,185.0,39931900,189.58006869398807,190.10312735025025
2024-07-23,186.41000366210935,189.38999938964844,183.55999755859375,184.1000061035156,47537700,189.09236638139134,189.8295626326102
2024-07-24,180.8300018310547,185.4499969482422,180.41000366210935,183.1999969482422,41532400,187.82123337364723,189.16292849916164
2024-07-25,179.85000610351562,183.8999938964844,176.8000030517578,182.91000366210935,44464200,186.5948907167039,188.47308239578044
2024-07-26,182.5,183.19000244140625,180.2400054931641,180.38999938964844,29506000,185.96490752951868,188.03063184794485
2024-07-29,183.1999969482422,184.75,182.3800048828125,183.83999633789065,33270100,185.53953667086077,187.67280704055946
2024-07-30,181.7100067138672,185.86000061035156,179.3800048828125,184.72000122070312,39508600,184.95037821593868,187.23111812747115
2024-07-31,186.97999572753903,187.94000244140625,184.4600067138672,185.0500030517578,41667300,185.2626270638772,187.2125164682169
2024-08-01,184.07000732421875,190.6000061035156,181.8699951171875,189.2899932861328,70435600,185.07914710392976,186.97973801310593
2024-08-02,167.89999389648438,168.77000427246094,160.5500030517578,166.75,141448400,182.43620045663047,185.56642363409694
2024-08-05,161.02000427246094,162.9600067138672,151.61000061035156,154.2100067138672,83149400,179.14140104368133,183.74817034804983
2024-08-06,161.92999267578125,165.0800018310547,158.5399932861328,161.7100067138672,59950800,176.49349206400439,182.1320090389929
2024-08-07,162.77000427246094,167.5800018310547,161.42999267578125,166.5500030517578,48408200,174.38218624992078,180.69778646369423
2024-08-08,165.8000030517578,166.69000244140625,162.5500030517578,165.1699981689453,44616200,173.06185037328032,179.59424695169895
2024-08-09,166.94000244140625,168.5500030517578,165.85000610351562,166.39999389648438,36401000,172.12002761453047,178.65689550649208
2024-08-12,166.8000030517578,168.5500030517578,166.11000061035156,168.13999938964844,30072800,171.30156229718082,177.77860717651177
2024-08-13,170.22999572753906,171.0399932861328,167.10000610351562,167.80999755859375,39237900,171.13670590185131,177.21945077288416
2024-08-14,170.10000610351562,172.27999877929688,168.86000061035156,172.11000061035156,28843800,170.97721362518428,176.69208450107908
2024-08-15,177.58999633789062,177.91000366210938,173.99000549316406,174.86000061035156,51698500,171.9945648117545,176.75859648899106
2024-08-16,177.05999755859375,178.33999633789062,176.25999450683594,177.0399932861328,31489200,172.77386215742206,176.7809224941468
2024-08-19,178.22000122070312,178.3000030517578,176.16000366210938,177.63999938964844,31129800,173.61172970561915,176.88752091833615
2024-08-20,178.8800048828125,179.00999450683594,177.42999267578125,177.9199981689453,26255200,174.4222335790335,177.03511232311217
2024-08-21,180.11000061035156,182.38999938964844,178.88999938964844,179.9199981689453,35599100,175.29727466077475,177.26288182587064
2024-08-22,176.1300048828125,181.47000122070312,175.67999267578125,181.3800048828125,32047500,175.4253870026267,177.17896501527375
2024-08-23,177.0399932861328,178.97000122070312,175.24000549316406,177.33999633789062,29150100,175.67378796931996,177.16867081311517
2024-08-26,175.5,177.47000122070312,174.3000030517578,176.6999969482422,22366200,175.64705135865535,177.04506556769923
2024-08-27,173.1199951171875,174.88999938964844,172.25,174.14999389648438,29842000,175.2582734753526,176.75431960840206
2024-08-28,170.8000030517578,173.69000244140625,168.9199981689453,173.69000244140625,29045000,174.5723857178765,176.3132591227247
2024-08-29,172.1199951171875,174.2899932861328,170.80999755859375,173.22000122070312,26407800,174.19509485623203,176.0026469741664
2024-08-30,178.5,178.89999389648438,172.60000610351562,172.77999877929688,43429400,174.85738795527325,176.1876360871911
2024-09-03,176.25,178.25999450683594,175.25999450683594,177.5500030517578,37817500,175.0716359621543,176.19225563628805
2024-09-04,173.3300018310547,175.97999572753906,172.5399932861328,174.47999572753906,30309200,174.80369224967743,175.9802368359004
2024-09-05,177.88999938964844,179.8800048828125,175.0,175.0,40170500,175.27850873274988,176.12170072877063
2024-09-06,171.38999938964844,178.3800048828125,171.16000366210938,177.24000549316406,41466500,174.6802765261189,175.7712043332801
2024-09-09,175.39999389648438,175.85000610351562,173.50999450683594,174.52999877929688,29037400,174.79100227540587,175.74370726388784
2024-09-10,179.5500030517578,180.5,176.7899932861328,177.49000549316406,36233800,175.52315624099847,176.02565510002637
2024-09-11,184.52000427246097,184.9900054931641,175.72999572753906,180.10000610351562,42564700,176.90728670737732,176.65486614983635
2024-09-12,187.0,187.41000366210935,183.5399932861328,184.8000030517578,33544200,178.46001182931928,177.4211723609596
2024-09-13,186.4900054931641,188.5,185.91000366210935,187.0,26495400,179.6953954699108,178.09293777815992
2024-09-16,184.88999938964844,185.80999755859375,183.36000061035156,185.2899932861328,26065500,180.4945653037166,178.59642382345535
2024-09-17,186.8800048828125,189.4499969482422,186.13999938964844,186.8500061035156,26091700,181.47694062357752,179.21002242044477
2024-09-18,186.42999267578125,188.8000030517578,185.05999755859375,186.4499969482422,34448100,182.23894863160885,179.74483503195117
2024-09-19,189.8699951171875,190.9900054931641,188.47000122070312,190.0399932861328,39543200,183.41295578323633,180.49484689011683
2024-09-20,191.6000061035156,191.83999633789065,187.41000366210935,190.22999572753903,100378600,184.67250198635622,181.31745127629452
2024-09-23,193.8800048828125,194.4499969482422,190.57000732421875,191.63999938964844,36993100,186.08904089350335,182.24801080270325
2024-09-24,193.9600067138672,195.3699951171875,190.1300048828125,194.27000427246097,43478900,187.29995871202087,183.11556605538206
2024-09-25,192.52999877929688,193.9499969482422,192.16000366210935,193.75,26391100,188.10458026083256,183.8129314423387
2024-09-26,191.16000366210935,194.52999877929688,189.5399932861328,194.30999755859375,36334900,188.57464539949052,184.35715901417356
2024-09-27,187.97000122070312,190.8999938964844,187.33999633789065,190.67999267578125,36002300,188.48162321813862,184.62477695539798
2024-09-30,186.3300018310547,188.4900054931641,184.6499938964844,187.13999938964844,41583900,188.15060454320263,184.75108990915032
2024-10-01,185.1300048828125,186.19000244140625,183.4499969482422,184.8999938964844,36044900,187.6858969031426,184.77915768497715
2024-10-02,184.7599945068359,186.6000061035156,184.0399932861328,184.44000244140625,23704100,187.23575807294156,184.77773819030003
2024-10-03,181.9600067138672,183.44000244140625,180.8800048828125,183.0500030517578,30204300,186.42410401769936,184.56901734019388
2024-10-04,186.5099945068359,187.6000061035156,183.6000061035156,185.75,40890300,186.437317939105,184.7127934266118
2024-10-07,180.8000030517578,183.6000061035156,180.25,182.9499969482422,42364200,185.57003872566696,184.42295710254854
2024-10-08,182.72000122070312,183.08999633789065,180.9199981689453,181.9199981689453,26372100,185.13157141721098,184.29681222241183
2024-10-09,185.1699981689453,185.8500061035156,182.0500030517578,182.82000732421875,26343100,185.13748322517012,184.36149266289578
2024-10-10,186.6499938964844,188.1300048828125,185.8300018310547,187.1300048828125,27785000,185.37017717460307,184.53101127279123
2024-10-11,188.82000732421875,189.92999267578125,186.3000030517578,186.6300048828125,25751600,185.90092027454395,184.8487146840081
2024-10-14,187.5399932861328,189.8300018310547,187.36000061035156,189.77999877929688,22614400,186.15308535324993,185.04806865453585
2024-10-15,187.69000244140625,188.41000366210935,184.5800018310547,187.6300048828125,32178900,186.3895341360432,185.2437674535633
2024-10-16,186.88999938964844,187.77999877929688,185.61000061035156,187.0500030517578,23456800,186.46652879044402,185.36571055993997
2024-10-17,187.52999877929688,188.94000244140625,186.0,188.22000122070312,25039400,186.63013955795984,185.52602820581825
2024-10-18,188.9900054931641,190.7400054931641,186.27999877929688,187.1499938964844,37417700,186.99319585568358,185.78261911599202
2024-10-21,189.07000732421875,189.4600067138672,186.3999938964844,188.0500030517578,24639400,187.3127053123813,186.02612935363845
2024-10-22,189.6999969482422,191.52000427246097,186.97999572753903,188.3500061035156,29650600,187.67998094866758,186.29826769397948
2024-10-23,184.7100067138672,189.16000366210935,183.69000244140625,188.8500061035156,31937100,187.22306183562137,186.18061873248968
2024-10-24,186.3800048828125,187.11000061035156,183.86000061035156,185.25,21647400,187.09336076595847,186.19538807695804
2024-10-25,187.8300018310547,190.4499969482422,187.52999877929688,187.8500061035156,29362100,187.20669016058866,186.3164705772615
2024-10-28,188.38999938964844,190.2100067138672,188.2100067138672,189.57000732421875,27930800,187.38873773429017,186.47006530410496
2024-10-29,190.8300018310547,191.4600067138672,187.82000732421875,188.5800018310547,35690200,187.91816297994626,186.7930235653605
2024-10-30,192.72999572753903,195.61000061035156,192.4199981689453,194.6999969482422,37707600,188.65844494111437,187.23279928107743
2024-10-31,186.3999938964844,190.6000061035156,185.22999572753903,190.5099945068359,75146800,188.31099093424822,187.1711099933298
2024-11-01,197.92999267578125,200.5,197.02000427246097,199.0,99687800,189.79083735602254,187.96806426610397
2024-11-04,195.77999877929688,197.3300018310547,194.30999755859375,196.4499969482422,38492100,190.71224680575705,188.54672608189603
2024-11-05,199.5,199.82000732421875,195.9900054931641,196.0399932861328,30564800,192.06420883564058,189.3580797054593
2024-11-06,207.08999633789065,207.5500030517578,199.13999938964844,200.0099945068359,72292200,194.37586845137136,190.67155501156532
2024-11-07,210.0500030517578,212.25,207.19000244140625,207.44000244140625,52878400,196.78727377450772,192.10699560713513
2024-11-08,208.17999267578125,209.9600067138672,207.44000244140625,209.72000122070312,36075800,198.53999975931904,193.29758798259041
2024-11-11,206.83999633789065,209.6499938964844,205.58999633789065,208.5,35456000,199.81692230986852,194.30072934224228
2024-11-12,208.91000366210935,209.5399932861328,206.0099945068359,208.3699951171875,38942900,201.21585790252095,195.38289781038057
2024-11-13,214.1000061035156,215.08999633789065,209.13999938964844,209.3999938964844,46212900,203.19803454882782,196.76935027653872
2024-11-14,211.47999572753903,215.8999938964844,210.8800048828125,214.16000366210935,42620300,204.4721824224757,197.85902771735354
2024-11-15,202.61000061035156,207.33999633789065,199.61000061035156,206.7599945068359,86591100,204.18569291291814,198.21095163535338
2024-11-18,201.6999969482422,204.6699981689453,200.9499969482422,204.1499938964844,36409900,203.80327814912184,198.4693994363081
2024-11-19,204.61000061035156,205.3000030517578,198.77999877929688,199.3300018310547,31197900,203.92738929700334,198.92425878253354
2024-11-20,202.8800048828125,203.1300048828125,199.4499969482422,202.97999572753903,32769000,203.76625323328167,199.21727701218384
2024-11-21,198.3800048828125,203.4900054931641,195.75,203.4900054931641,58800000,202.9375996409018,199.15525685445263
2024-11-22,197.1199951171875,199.2599945068359,196.75,198.25,31530800,202.04258356033037,199.00449672576633
2024-11-25,201.4499969482422,201.9499969482422,199.0,199.27999877929688,40685700,201.95141638923988,199.18564489039417
2024-11-26,207.86000061035156,208.0,201.7899932861328,201.8999938964844,41673700,202.86042934633397,199.82818975853917
2024-11-27,205.7400054931641,207.63999938964844,205.0500030517578,206.97999572753903,28061600,203.30344106123093,200.26610203517805
2024-11-29,207.88999938964844,208.1999969482422,204.58999633789065,205.8300018310547,24892400,204.009065419449,200.83083517254622
2024-12-02,210.7100067138672,212.9900054931641,209.5099945068359,209.9600067138672,39523200,205.0399794647441,201.56262565708852
2024-12-03,213.44000244140625,214.02000427246097,209.6499938964844,210.30999755859375,32214800,206.3322906919229,202.44243134481576
2024-12-04,218.16000366210935,220.0,215.75,215.9600067138672,48745700,208.15193884118236,203.6066959609116
2024-12-05,220.5500030517578,222.1499938964844,217.3000030517578,218.02999877929688,41140200,210.05933333511703,204.86175574541872
2024-12-06,227.02999877929688,227.1499938964844,220.6000061035156,220.75,44178100,212.67020494191394,206.50384782200229
2024-12-09,226.08999633789065,230.0800018310547,225.6699981689453,227.2100067138672,46819400,214.73478823360267,207.954673637994
2024-12-10,225.0399932861328,229.05999755859375,224.1999969482422,226.08999633789065,31199900,216.3202043955304,209.22025287118947
2024-12-11,230.2599945068359,231.1999969482422,226.2599945068359,226.41000366210935,35385800,218.4647874895774,210.77875225160773
2024-12-12,228.97000122070312,231.08999633789065,227.6300048828125,229.8300018310547,28204100,220.0809742174429,212.12625217524442
2024-12-13,227.4600067138672,230.1999969482422,225.86000061035156,228.3999938964844,28768100,221.21620998612357,213.26208584477203
2024-12-16,232.92999267578125,233.0,228.0099945068359,230.22999572753903,37552100,223.01833039991706,214.7189678322542
2024-12-17,231.1499938964844,232.72999572753903,227.8500061035156,232.38999938964844,35948100,224.2693555532351,215.93608087404903
2024-12-18,220.52000427246097,231.3999938964844,220.11000061035156,230.77000427246097,43281400,223.69253227926984,216.27563075541286
2024-12-19,223.2899932861328,226.08999633789065,222.9199981689453,224.91000366210935,39918700,223.63060320340261,216.79521316509582
