Date,Close,High,Low,Open,Volume
2024-01-02,184.0814971923828,186.8579933979713,182.34618895522584,185.5788148528252,82488700
2024-01-03,182.7032012939453,184.3195221092213,181.89007802002808,182.6734543576498,58414500
2024-01-04,180.38282775878903,181.552914127362,179.36147605378457,180.6208032204985,71983600
2024-01-05,179.658935546875,181.2256728170181,178.65742022872922,180.46214807824285,62379700
2024-01-08,184.00216674804688,184.04183940945515,179.9762540642685,180.56129720920063,59144500
2024-01-09,183.5857086181641,183.59561921893004,181.19593746369003,182.375949574434,42841800
2024-01-10,184.6268920898437,184.83512061558696,182.375945055311,182.80234296869347,46792900
2024-01-11,184.0319061279297,185.47965559618967,182.07844372761645,184.97392753345,49128400
2024-01-12,184.3591461181641,185.17226924419936,183.6352789154724,184.49797017252533,40477800
2024-01-16,182.08837890625,182.71307958868687,179.41103406753936,180.63071876275188,65603000
2024-01-17,181.1463623046875,181.3942635111242,178.78635310827863,179.7482109997081,47317400
2024-01-18,187.04640197753903,187.55211493445296,184.26990575318283,184.5277175316844,78005800
2024-01-19,189.9517974853516,190.33852272040096,187.23481023986653,187.74052319933503,68903000
2024-01-22,192.26223754882807,193.69015075906108,190.64591702187167,190.68558968364889,60133900
2024-01-23,193.54139709472656,194.10661903356933,192.2027398349761,193.3827518428589,42355600
2024-01-24,192.8671112060547,194.73133285541883,192.70845082511164,193.7793857004472,53631300
2024-01-25,192.5398864746093,194.6222624368065,191.48878789336808,193.581074455708,54822100
2024-01-26,190.80458068847656,193.1249321296598,190.3286146537771,192.63905549468925,44594000
2024-01-29,190.1203765869141,190.5864320350317,187.98843240307312,190.3980247095346,47145600
2024-01-30,186.4613494873047,190.1897930100453,185.89614265093053,189.33701232459805,55859400
2024-01-31,182.8518981933593,185.52924295226453,182.80233006356883,185.4697339612798,55467800
2024-02-01,185.291259765625,185.38050055962896,182.2767880551107,182.4453590429028,64885400
2024-02-02,184.2897491455078,185.75731994134992,177.74515173237538,178.35003123610636,102551700
