Date,Close,High,Low,Open,Volume
,META,META,META,META,META
2024-01-02,344.4006042480469,351.23311575908457,338.15486997648975,349.40315868568683,19042200
2024-01-03,342.5905456542969,346.0515694254938,341.30757549800643,343.09777276631047,15451100
2024-01-04,345.22607421875,346.2504532232113,341.52636969127457,342.62037405309525,12099900
2024-01-05,350.02972412109375,351.57125496566374,344.3707671222737,345.0967647163299,13920700
2024-01-08,356.7030944824219,357.0213557929677,350.1291439693291,352.76470940539207,13890200
2024-01-09,355.47979736328125,358.67230494169985,353.42108433070916,354.45541842236514,13463900
2024-01-10,368.44866943359375,370.905194011208,357.1208001642387,358.204879693542,22117200
2024-01-11,367.6530456542969,370.74606252044777,360.94979933401305,370.0996150753782,17205400
2024-01-12,372.4467468261719,375.0027320118524,367.52377258076655,368.1403849615142,19310000
2024-01-16,365.4550476074219,373.5605733155288,365.22632196351435,371.6112760119249,15306900
2024-01-17,366.3601379394531,366.52922375985634,356.6533795947967,364.3014247464983,12724800
2024-01-18,374.0777893066406,374.79386210445585,368.9260593632011,369.4630911982599,16354300
2024-01-19,381.3578796386719,382.26288790019,375.9077680110463,376.93214703829483,21670800
2024-01-22,379.69696044921875,388.22020876614937,379.0803481011593,385.8333095296637,17680500
2024-01-23,383.09832763671875,386.2609699975244,379.99532513156834,382.52147517026447,15506100
2024-01-24,388.56829833984375,393.9885441675607,385.6940520152096,387.87210549724125,15698500
2024-01-25,391.03472900390625,393.3321227832211,383.5557704585808,388.04117276632337,15091100
2024-01-26,391.989501953125,394.6250369129242,389.4533970909627,392.19834764965725,13163700
2024-01-29,398.8319396972656,400.731521978093,390.955169877896,392.83484185824216,18742400
2024-01-30,397.877197265625,404.1428111764658,397.3898805073128,401.3879357279278,18614700
2024-01-31,388.0113220214844,395.8284215058258,384.98790045439733,386.8775275521765,20180800
2024-02-01,392.62603759765625,398.3148298902819,390.9054657331679,391.7906243681048,29727100
2024-02-02,472.39837646484375,483.3085237795702,450.53832193391975,457.09236230304987,84707600
2024-02-05,456.9034118652344,469.32525533133054,456.71444609816524,467.31628760115507,40832400
2024-02-06,452.2389831542969,464.571320891391,450.52836650891777,461.4683489186266,21655200
2024-02-07,467.0278625488281,468.94732497591195,453.69102531650236,455.5011024839927,23066000
2024-02-08,467.43560791015625,468.0223851375321,462.4927237784252,465.7647815320958,18815100
2024-02-09,465.5559387207031,471.0060503157884,464.91944639596704,470.3695579910523,18413100
2024-02-12,466.3416442871094,476.53571960415474,464.034295077433,465.6355265927167,19382000
2024-02-13,457.6095275878906,465.3371530003408,452.60697305953227,454.37725996109066,20916600
2024-02-14,470.6977233886719,471.5231814494736,463.5469505078024,465.3769075935074,16858400
2024-02-15,481.3890686035156,485.95402132868384,469.643507916618,472.6868097333968,24212300
2024-02-16,470.73748779296875,476.34669915076023,466.6498969134579,475.5013308342176,23324600
2024-02-20,469.17608642578125,473.5819086335564,464.01440113908444,467.15716351593574,18015500
2024-02-21,465.97027587890625,466.9360082840785,459.75774681329705,464.4470103721165,12921800
2024-02-22,483.9905700683594,487.83356780969115,473.96488036295625,478.1264770916351,21625800
2024-02-23,481.89984130859375,492.1843668595907,480.22724207734706,485.90213883692127,18374300
2024-02-26,479.6199035644531,484.0005639371309,478.48493638300374,481.3423009556775,12101400
2024-02-27,484.9065246582031,485.12555767334624,477.807928668057,477.8676621827985,10809600
2024-02-28,481.889892578125,488.88895342989497,480.62549258790796,482.8655906890427,12715500
2024-02-29,487.9729919433594,489.53608982298255,480.4860672630107,486.2904270330112,17732000
2024-03-01,500.0893859863281,502.0308162689863,489.6853942410587,489.944229331014,16273600
2024-03-04,495.99749755859375,502.2000906332003,494.23529816240915,500.7863266009952,12324100
2024-03-05,488.0626220703125,493.3990189909357,485.7428893931127,492.8215848460198,15325300
2024-03-06,493.9067687988281,500.75649567515,492.11470251798136,495.43999996647875,11757900
2024-03-07,509.9359130859375,517.5621755687105,499.17348908464345,501.0651213262788,18586400
2024-03-08,503.7233581542969,521.2658087856848,497.1523982608492,511.92708471200973,18597100
2024-03-11,481.46173095703125,495.13131656797464,473.9051379702627,494.8226832995381,20428300
2024-03-12,497.5506591796875,500.09939049089655,482.5967713665327,491.0892306270452,15448200
2024-03-13,493.3890380859375,498.7752326970719,488.8690098038073,493.20983754544125,12090700
2024-03-14,489.6654968261719,499.1436197971865,486.01166510767587,498.0584204134488,12620000
2024-03-15,481.9695129394531,489.66547425856595,479.1818173304032,486.857907989487,29153600
